"filing_year","tract","eviction_filings_total","eviction_filings_rate","eviction_filings_sealed","eviction_filings_unclear","eviction_filings_completed","case_type_single_action","case_type_joint_action","back_rent_median","back_rent_0","back_rent_1_to_999","back_rent_1000_to_2499","back_rent_2500_to_4999","back_rent_5000_or_more","landlord_prose","landlord_represented","tenant_prose","tenant_represented","tenant_rep_pa","tenant_rep_laa","eviction_order_yes","eviction_order_no","eviction_order_yes_tenant_prose","eviction_order_no_tenant_prose","eviction_order_yes_tenant_represented","eviction_order_no_tenant_represented","eviction_order_yes_tenant_rep_pa","eviction_order_no_tenant_rep_pa","eviction_order_yes_tenant_rep_laa","eviction_order_no_tenant_rep_laa","ftu_eviction_order","ftu_other_outcome","ftu_no_outcome","ftu_eviction_order_tenant_prose","ftu_other_outcome_tenant_prose","ftu_no_outcome_tenant_prose","ftu_eviction_order_tenant_represented","ftu_other_outcome_tenant_represented","ftu_no_outcome_tenant_represented","default_eviction_order_yes","default_eviction_order_no","default_eviction_order_yes_tenant_prose","default_eviction_order_no_tenant_prose","default_eviction_order_yes_tenant_represented","default_eviction_order_no_tenant_represented"
2010,"17031063302",49,2.440,0,0,49,2,47,1250,2,21,16,7,3,1,48,42,7,7,0,28,21,24,18,4,3,4,3,0,0,20,4,25,19,4,19,1,0,6,10,39,10,32,0,7
2010,"17031063303",3,0.420,0,0,3,0,3,3733.690,0,0,0,3,0,0,3,3,0,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,3,0,0
2010,"17031063400",9,1.020,0,0,9,3,6,2945.190,3,0,2,3,1,1,8,8,1,0,1,4,5,4,4,0,1,0,0,0,1,1,1,7,1,1,6,0,0,1,1,8,1,7,0,1
2010,"17031070101",10,0.630,0,0,10,1,9,3470.090,1,0,2,4,3,3,7,10,0,0,0,6,4,6,4,0,0,0,0,0,0,2,1,7,2,1,7,0,0,0,3,7,3,7,0,0
2010,"17031070102",15,1.320,0,0,15,0,15,1185,0,4,10,1,0,0,15,15,0,0,0,8,7,8,7,0,0,0,0,0,0,5,1,9,5,1,9,0,0,0,1,14,1,14,0,0
2010,"17031070103",10,0.920,0,0,10,2,8,1889.250,2,1,6,0,1,0,10,9,1,1,0,8,2,7,2,1,0,1,0,0,0,6,0,4,6,0,3,0,0,1,3,7,3,6,0,1
2010,"17031070200",12,0.930,0,0,12,0,12,1658.740,0,1,8,2,1,0,12,11,1,1,0,3,9,3,8,0,1,0,1,0,0,3,2,7,3,2,6,0,0,1,0,12,0,11,0,1
2010,"17031070300",7,0.770,0,0,7,1,6,5068.850,1,0,1,2,3,0,7,7,0,0,0,7,0,7,0,0,0,0,0,0,0,5,0,2,5,0,2,0,0,0,6,1,6,1,0,0
2010,"17031070400",7,0.670,0,0,7,1,6,1945.070,1,2,2,1,1,0,7,5,2,2,0,2,5,2,3,0,2,0,2,0,0,1,0,6,1,0,4,0,0,2,0,7,0,5,0,2
2010,"17031070500",8,1.220,0,0,8,0,8,1345.500,0,2,5,1,0,0,8,8,0,0,0,1,7,1,7,0,0,0,0,0,0,1,2,5,1,2,5,0,0,0,0,8,0,8,0,0
2010,"17031070600",4,1.030,0,0,4,0,4,1948.370,0,2,0,2,0,0,4,3,1,1,0,1,3,1,2,0,1,0,1,0,0,1,2,1,1,2,0,0,0,1,0,4,0,3,0,1
2010,"17031070700",15,2.530,0,1,14,4,10,4192.960,4,1,2,4,3,4,10,11,3,1,2,5,9,5,6,0,3,0,1,0,2,2,2,10,2,2,7,0,0,3,0,14,0,11,0,3
2010,"17031071000",2,0.330,0,0,2,0,2,3330.690,0,0,1,1,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,1,0,0
2010,"17031071100",4,0.590,0,0,4,1,3,3623,1,0,1,1,1,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,4,0,4,0,0
2010,"17031071200",6,1.050,0,0,6,3,3,9378.170,2,1,0,1,2,0,6,3,3,1,2,2,4,1,2,1,2,1,0,0,2,0,2,4,0,1,2,0,1,2,0,6,0,3,0,3
2010,"17031071300",15,1.570,2,0,13,2,11,2157.500,2,1,5,4,1,0,13,13,0,0,0,7,6,7,6,0,0,0,0,0,0,4,2,7,4,2,7,0,0,0,3,10,3,10,0,0
2010,"17031071400",26,1.370,3,0,23,1,22,3810.760,1,3,5,7,7,0,23,20,3,3,0,12,11,10,10,2,1,2,1,0,0,9,4,10,7,4,9,2,0,1,5,18,4,16,1,2
2010,"17031071500",50,2.170,0,0,50,1,49,2361.500,1,0,29,12,8,1,49,46,4,4,0,17,33,15,31,2,2,2,2,0,0,7,12,31,7,12,27,0,0,4,6,44,6,40,0,4
2010,"17031071600",5,1.470,0,0,5,1,4,2680,0,0,2,3,0,0,5,4,1,0,1,2,3,2,2,0,1,0,0,0,1,2,1,2,2,1,1,0,0,1,0,5,0,4,0,1
2010,"17031071700",17,6.440,0,1,16,2,14,3529.300,2,1,2,6,5,2,14,14,2,2,0,10,6,8,6,2,0,2,0,0,0,3,0,13,3,0,11,0,0,2,3,13,3,11,0,2
2010,"17031071800",11,2.660,0,0,11,2,9,4582.860,2,1,3,3,2,0,11,9,2,1,1,5,6,4,5,1,1,1,0,0,1,2,3,6,2,3,4,0,0,2,2,9,2,7,0,2
2010,"17031080100",46,2.640,0,1,45,2,43,3438.110,2,1,15,14,13,0,45,44,1,1,0,24,21,23,21,1,0,1,0,0,0,11,5,29,11,5,28,0,0,1,7,38,7,37,0,1
2010,"17031080201",33,3.750,0,0,33,3,30,2526.200,2,1,14,11,5,1,32,32,1,1,0,14,19,14,18,0,1,0,1,0,0,6,10,17,6,10,16,0,0,1,2,31,2,30,0,1
2010,"17031080202",34,4.230,0,0,34,1,33,2507.010,1,2,14,6,11,2,32,31,3,3,0,15,19,15,16,0,3,0,3,0,0,7,3,24,7,2,22,0,1,2,8,26,8,23,0,3
2010,"17031080300",44,3.870,1,0,43,5,38,2530.420,5,5,13,17,3,4,39,40,3,3,0,26,17,23,17,3,0,3,0,0,0,12,5,26,11,5,24,1,0,2,6,37,6,34,0,3
2010,"17031080400",90,6.170,0,1,89,10,79,359.200,7,57,8,6,11,1,88,85,4,2,2,30,59,28,57,2,2,2,0,0,2,21,25,43,21,25,39,0,0,4,4,85,4,81,0,4
2010,"17031081000",98,2.480,0,0,98,9,89,2229.760,8,10,43,30,7,1,97,88,10,5,5,50,48,48,40,2,8,1,4,1,4,29,11,58,29,11,48,0,0,10,18,80,18,70,0,10
2010,"17031081100",89,4.320,1,1,87,8,79,1560,8,15,42,16,6,1,86,80,7,4,3,55,32,54,26,1,6,1,3,0,3,43,8,36,43,8,29,0,0,7,14,73,14,66,0,7
2010,"17031081201",44,3.800,1,0,43,1,42,4533.380,2,0,12,14,15,0,43,40,3,3,0,25,18,23,17,2,1,2,1,0,0,14,9,20,13,9,18,1,0,2,13,30,12,28,1,2
2010,"17031081202",19,3.800,0,0,19,4,15,4624,4,2,2,4,7,1,18,18,1,1,0,12,7,11,7,1,0,1,0,0,0,5,1,13,5,1,12,0,0,1,3,16,3,15,0,1
2010,"17031081300",41,3.540,1,0,40,2,38,4698.420,2,0,10,10,18,0,40,33,7,6,1,25,15,20,13,5,2,5,1,0,1,11,4,25,10,4,19,1,0,6,10,30,9,24,1,6
2010,"17031081401",25,3.580,0,0,25,0,25,1762.900,0,3,12,6,4,0,25,24,1,1,0,8,17,7,17,1,0,1,0,0,0,8,4,13,7,4,13,1,0,0,3,22,3,21,0,1
2010,"17031081402",30,2.110,0,0,30,3,27,2301.230,2,0,15,10,3,0,30,28,2,1,1,15,15,14,14,1,1,1,0,0,1,10,8,12,10,8,10,0,0,2,7,23,7,21,0,2
2010,"17031081403",54,2.280,2,0,52,3,49,2847.770,2,1,18,23,8,1,51,44,8,8,0,26,26,23,21,3,5,3,5,0,0,12,6,34,12,6,26,0,0,8,10,42,10,34,0,8
2010,"17031081500",113,6.910,2,3,108,5,103,3328.510,5,1,27,44,31,0,108,102,6,6,0,65,43,62,40,3,3,3,3,0,0,30,12,66,29,11,62,1,1,4,52,56,51,51,1,5
2010,"17031081600",38,2.140,1,0,37,1,36,3721.580,1,0,8,19,9,2,35,32,5,4,1,24,13,19,13,5,0,4,0,1,0,11,6,20,9,6,17,2,0,3,11,26,11,21,0,5
2010,"17031081700",33,2.380,1,0,32,2,30,2819.030,2,6,7,9,8,0,32,27,5,5,0,16,16,12,15,4,1,4,1,0,0,5,8,19,5,8,14,0,0,5,5,27,4,23,1,4
2010,"17031081800",90,5.890,2,1,87,4,83,4132.750,3,1,27,27,29,2,85,66,21,21,0,35,52,28,38,7,14,7,14,0,0,15,13,59,15,12,39,0,1,20,12,75,11,55,1,20
2010,"17031081900",31,6.720,0,0,31,22,9,1501.830,21,4,3,2,1,0,31,21,10,0,10,12,19,8,13,4,6,0,0,4,6,4,3,24,4,3,14,0,0,10,2,29,2,19,0,10
2010,"17031090100",6,3.770,1,0,5,1,4,3549,1,1,0,2,1,0,5,4,1,1,0,1,4,1,3,0,1,0,1,0,0,0,0,5,0,0,4,0,0,1,0,5,0,4,0,1
2010,"17031090200",8,1.100,0,0,8,2,6,1950,2,0,4,1,1,0,8,8,0,0,0,2,6,2,6,0,0,0,0,0,0,2,4,2,2,4,2,0,0,0,0,8,0,8,0,0
2010,"17031090300",3,7.500,0,0,3,1,2,4700,1,0,1,0,1,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,1,2,1,2,0,0
2010,"17031100100",14,1.340,0,0,14,1,13,2500,1,2,4,6,1,3,11,14,0,0,0,11,3,11,3,0,0,0,0,0,0,6,0,8,6,0,8,0,0,0,4,10,4,10,0,0
2010,"17031100200",18,2.300,0,0,18,1,17,2450,1,2,8,2,5,4,14,15,3,3,0,13,5,12,3,1,2,1,2,0,0,7,2,9,7,2,6,0,0,3,1,17,1,14,0,3
2010,"17031100300",3,0.480,1,0,2,0,2,2521.070,0,0,1,1,0,0,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,2,0,0
2010,"17031100400",2,2.990,0,0,2,0,2,8671.690,0,0,1,0,1,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0
2010,"17031100500",5,1.600,1,0,4,1,3,5345,1,0,1,0,2,0,4,4,0,0,0,3,1,3,1,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,1,3,1,3,0,0
2010,"17031100600",9,2.060,1,0,8,0,8,2250,0,1,4,1,2,2,6,5,3,3,0,5,3,4,1,1,2,1,2,0,0,3,0,5,3,0,2,0,0,3,1,7,1,4,0,3
2010,"17031100700",11,5.640,0,0,11,2,9,2977.590,1,1,2,6,1,3,8,10,1,1,0,7,4,7,3,0,1,0,1,0,0,5,0,6,5,0,5,0,0,1,3,8,3,7,0,1
2010,"17031110100",14,1.910,0,0,14,0,14,2300,0,1,8,5,0,7,7,12,2,2,0,9,5,7,5,2,0,2,0,0,0,8,0,6,7,0,5,1,0,1,2,12,2,10,0,2
2010,"17031110200",8,1.790,0,0,8,1,7,1890,1,2,3,1,1,3,5,8,0,0,0,7,1,7,1,0,0,0,0,0,0,5,1,2,5,1,2,0,0,0,2,6,2,6,0,0
2010,"17031110300",8,5.480,4,0,4,0,4,2624.500,0,0,1,3,0,1,3,4,0,0,0,3,1,3,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,3,1,3,1,0,0
2010,"17031110400",11,1.370,0,0,11,2,9,2438.110,2,0,5,3,1,3,8,11,0,0,0,8,3,8,3,0,0,0,0,0,0,5,0,6,5,0,6,0,0,0,1,10,1,10,0,0
2010,"17031110501",8,1.370,1,0,7,0,7,4195,0,1,2,3,1,1,6,6,1,1,0,6,1,6,0,0,1,0,1,0,0,1,0,6,1,0,5,0,0,1,3,4,3,3,0,1
2010,"17031110502",19,4.580,1,0,18,4,14,3361.180,4,1,3,7,3,6,12,17,1,1,0,8,10,8,9,0,1,0,1,0,0,6,4,8,6,4,7,0,0,1,3,15,3,14,0,1
2010,"17031120100",7,7.690,0,0,7,2,5,1350,2,2,1,2,0,0,7,7,0,0,0,2,5,2,5,0,0,0,0,0,0,2,0,5,2,0,5,0,0,0,0,7,0,7,0,0
2010,"17031120200",7,3.430,0,0,7,1,6,2636.070,1,1,2,1,2,0,7,6,1,1,0,7,0,6,0,1,0,1,0,0,0,4,0,3,4,0,2,0,0,1,0,7,0,6,0,1
2010,"17031120300",6,1.850,1,0,5,3,2,3643.630,3,0,0,2,0,0,5,5,0,0,0,4,1,4,1,0,0,0,0,0,0,4,0,1,4,0,1,0,0,0,0,5,0,5,0,0
2010,"17031120400",8,2.230,0,0,8,2,6,2125,2,0,5,1,0,3,5,7,1,1,0,7,1,6,1,1,0,1,0,0,0,2,0,6,2,0,5,0,0,1,1,7,1,6,0,1
2010,"17031130100",4,0.610,1,0,3,2,1,4611.760,2,0,0,1,0,0,3,2,1,1,0,1,2,1,1,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,0,3,0,2,0,1
2010,"17031130200",4,3.100,1,0,3,1,2,4985,1,0,0,1,1,0,3,2,1,1,0,1,2,1,1,0,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,3,0,2,0,1
2010,"17031130300",25,2.730,2,0,23,9,14,3456.980,9,0,4,7,3,4,19,21,2,2,0,10,13,9,12,1,1,1,1,0,0,5,2,16,5,2,14,0,0,2,2,21,2,19,0,2
2010,"17031140100",23,2.680,4,0,19,3,16,1695,3,4,7,3,2,2,17,16,3,2,1,11,8,9,7,2,1,2,0,0,1,5,1,13,5,1,10,0,0,3,1,18,1,15,0,3
2010,"17031140200",22,1.630,1,1,20,1,19,1862.500,0,3,9,7,1,1,19,18,2,2,0,15,5,14,4,1,1,1,1,0,0,12,1,7,12,1,5,0,0,2,4,16,4,14,0,2
2010,"17031140301",7,1.350,0,1,6,5,1,1400,5,0,1,0,0,1,5,5,1,1,0,4,2,3,2,1,0,1,0,0,0,2,1,3,1,1,3,1,0,0,0,6,0,5,0,1
2010,"17031140302",18,2.100,1,0,17,2,15,2020.870,2,4,6,5,0,2,15,15,2,0,2,8,9,7,8,1,1,0,0,1,1,6,2,9,6,2,7,0,0,2,2,15,2,13,0,2
2010,"17031140400",12,1.130,1,0,11,5,6,1841.420,5,2,2,2,0,1,10,9,2,0,2,9,2,8,1,1,1,0,0,1,1,4,1,6,4,1,4,0,0,2,3,8,3,6,0,2
2010,"17031140500",16,1.950,0,1,15,2,13,2640,2,1,4,4,4,5,10,12,3,2,1,10,5,8,4,2,1,1,1,1,0,4,2,9,4,2,6,0,0,3,2,13,2,10,0,3
2010,"17031140601",4,0.800,0,0,4,1,3,2100,1,0,2,1,0,0,4,4,0,0,0,2,2,2,2,0,0,0,0,0,0,1,1,2,1,1,2,0,0,0,0,4,0,4,0,0
2010,"17031140602",33,2.530,3,0,30,5,25,2250,5,4,10,10,1,7,23,23,7,5,2,23,7,19,4,4,3,4,1,0,2,9,0,21,9,0,14,0,0,7,7,23,7,16,0,7
2010,"17031140701",5,0.780,0,0,5,1,4,2505,0,0,2,3,0,0,5,4,1,1,0,4,1,3,1,1,0,1,0,0,0,2,0,3,2,0,2,0,0,1,0,5,0,4,0,1
2010,"17031140702",17,1.230,3,0,14,3,11,2700,3,0,5,6,0,2,12,14,0,0,0,8,6,8,6,0,0,0,0,0,0,5,1,8,5,1,8,0,0,0,2,12,2,12,0,0
2010,"17031140800",22,1.490,0,0,22,4,18,2722.500,2,1,8,9,2,1,21,17,5,4,1,7,15,7,10,0,5,0,4,0,1,6,2,14,6,2,9,0,0,5,2,20,2,15,0,5
2010,"17031150200",63,3.140,2,1,60,13,47,2100,13,1,26,15,5,8,52,51,9,7,2,31,29,28,23,3,6,2,5,1,1,18,6,36,17,6,28,1,0,8,6,54,6,45,0,9
2010,"17031150300",23,1.680,2,1,20,4,16,2062.500,4,2,8,6,0,10,10,20,0,0,0,16,4,16,4,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,2,18,2,18,0,0
2010,"17031150401",14,2.150,3,0,11,3,8,3000,2,1,3,3,2,3,8,10,1,1,0,10,1,9,1,1,0,1,0,0,0,8,1,2,7,1,2,1,0,0,5,6,5,5,0,1
2010,"17031150402",9,1.650,1,0,8,3,5,1876,3,1,2,2,0,1,7,6,2,2,0,4,4,3,3,1,1,1,1,0,0,3,0,5,3,0,3,0,0,2,0,8,0,6,0,2
2010,"17031150501",12,3.120,5,0,7,4,3,400,4,2,1,0,0,2,5,6,1,0,1,3,4,3,3,0,1,0,0,0,1,1,2,4,1,2,3,0,0,1,0,7,0,6,0,1
2010,"17031150502",8,1.370,1,0,7,0,7,1514.460,0,0,5,2,0,4,3,6,1,1,0,5,2,4,2,1,0,1,0,0,0,1,0,6,1,0,5,0,0,1,0,7,0,6,0,1
2010,"17031150600",17,4.210,1,1,15,6,9,2200,6,1,4,4,0,4,11,15,0,0,0,11,4,11,4,0,0,0,0,0,0,8,0,7,8,0,7,0,0,0,3,12,3,12,0,0
2010,"17031150700",11,2.520,0,0,11,4,7,2350,2,0,5,4,0,6,5,11,0,0,0,4,7,4,7,0,0,0,0,0,0,2,1,8,2,1,8,0,0,0,1,10,1,10,0,0
2010,"17031150800",38,4.250,4,1,33,7,26,1943,7,4,15,5,2,7,26,29,4,3,1,22,11,20,9,2,2,2,1,0,1,14,3,16,14,3,12,0,0,4,4,29,3,26,1,3
2010,"17031151001",12,2.910,1,0,11,2,9,1550,2,4,4,1,0,6,5,9,2,2,0,3,8,3,6,0,2,0,2,0,0,2,0,9,2,0,7,0,0,2,0,11,0,9,0,2
2010,"17031151002",29,2.530,6,0,23,10,13,2067.500,9,1,8,4,1,3,20,21,2,0,2,16,7,15,6,1,1,0,0,1,1,5,1,17,5,1,15,0,0,2,1,22,1,20,0,2
2010,"17031151100",16,1.620,2,0,14,6,8,1487.500,6,1,6,1,0,5,9,12,2,2,0,10,4,8,4,2,0,2,0,0,0,5,1,8,5,1,6,0,0,2,0,14,0,12,0,2
2010,"17031151200",14,3.900,4,0,10,1,9,1260,1,2,5,1,1,4,6,10,0,0,0,8,2,8,2,0,0,0,0,0,0,6,0,4,6,0,4,0,0,0,3,7,3,7,0,0
2010,"17031160100",5,2.090,1,0,4,1,3,4725,1,0,0,2,1,1,3,3,1,1,0,4,0,3,0,1,0,1,0,0,0,3,0,1,3,0,0,0,0,1,1,3,1,2,0,1
2010,"17031160200",9,1.690,1,0,8,2,6,2125,2,2,1,2,1,2,6,6,2,1,1,4,4,3,3,1,1,1,0,0,1,4,0,4,3,0,3,1,0,1,1,7,0,6,1,1
2010,"17031160300",24,2.070,2,1,21,2,19,2160,2,4,7,8,0,1,20,21,0,0,0,13,8,13,8,0,0,0,0,0,0,7,4,10,7,4,10,0,0,0,2,19,2,19,0,0
2010,"17031160400",33,2.920,0,2,31,3,28,1716,3,7,13,6,2,8,23,28,3,0,3,19,12,18,10,1,2,0,0,1,2,13,2,16,13,2,13,0,0,3,2,29,2,26,0,3
2010,"17031160501",24,2.870,1,0,23,3,20,1655.360,3,2,13,5,0,5,18,21,2,2,0,20,3,18,3,2,0,2,0,0,0,14,2,7,14,2,5,0,0,2,3,20,3,18,0,2
2010,"17031160502",17,2.890,1,0,16,4,12,2134,4,0,9,2,1,2,14,10,6,4,2,13,3,9,1,4,2,4,0,0,2,6,1,9,6,1,3,0,0,6,5,11,5,5,0,6
2010,"17031160601",9,1.080,0,0,9,1,8,1724,1,2,4,0,2,3,6,8,1,1,0,7,2,7,1,0,1,0,1,0,0,2,0,7,2,0,6,0,0,1,1,8,1,7,0,1
2010,"17031160602",17,2.120,1,1,15,2,13,1866.500,1,4,6,4,0,3,12,12,3,3,0,10,5,8,4,2,1,2,1,0,0,4,2,9,4,2,6,0,0,3,4,11,4,8,0,3
2010,"17031160700",15,1.750,0,0,15,4,11,1950,4,1,5,2,3,2,13,15,0,0,0,10,5,10,5,0,0,0,0,0,0,6,4,5,6,4,5,0,0,0,2,13,2,13,0,0
2010,"17031160800",20,1.740,2,1,17,3,14,1930.680,3,1,7,4,2,7,10,13,4,3,1,9,8,6,7,3,1,3,0,0,1,6,1,10,5,1,7,1,0,3,5,12,4,9,1,3
2010,"17031160900",12,2.580,0,0,12,2,10,2327.480,1,0,6,5,0,1,11,12,0,0,0,9,3,9,3,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,3,9,3,9,0,0
2010,"17031161000",9,2.610,0,0,9,0,9,2900,0,2,2,3,2,1,8,7,2,2,0,5,4,4,3,1,1,1,1,0,0,3,0,6,3,0,4,0,0,2,1,8,1,6,0,2
2010,"17031161100",18,10.060,1,0,17,4,13,1750,4,0,9,4,0,1,16,17,0,0,0,11,6,11,6,0,0,0,0,0,0,10,2,5,10,2,5,0,0,0,2,15,2,15,0,0
2010,"17031161200",10,2.760,0,0,10,4,6,800,4,4,1,1,0,2,8,9,1,1,0,7,3,7,2,0,1,0,1,0,0,5,0,5,5,0,4,0,0,1,0,10,0,9,0,1
2010,"17031161300",28,2.550,1,0,27,5,22,1600,5,1,16,5,0,13,14,23,4,4,0,15,12,13,10,2,2,2,2,0,0,9,1,17,9,1,13,0,0,4,1,26,1,22,0,4
2010,"17031170100",3,1.620,0,0,3,0,3,2641.580,0,0,0,2,1,0,3,2,1,1,0,3,0,2,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,1,0,3,0,2,0,1
2010,"17031170200",8,4.320,0,0,8,1,7,2550,1,2,1,2,2,2,6,7,1,1,0,4,4,3,4,1,0,1,0,0,0,2,0,6,2,0,5,0,0,1,1,7,1,6,0,1
2010,"17031170300",13,2.600,4,0,9,2,7,3400,2,0,1,4,2,1,8,7,2,2,0,4,5,3,4,1,1,1,1,0,0,2,1,6,2,1,4,0,0,2,1,8,1,6,0,2
2010,"17031170400",12,7.020,1,1,10,2,8,2195,2,1,3,3,1,5,5,9,1,0,1,8,2,7,2,1,0,0,0,1,0,4,0,6,4,0,5,0,0,1,4,6,4,5,0,1
2010,"17031170500",13,3.550,1,0,12,2,10,2090,3,0,5,2,2,7,5,10,2,2,0,5,7,3,7,2,0,2,0,0,0,2,1,9,2,1,7,0,0,2,1,11,1,9,0,2
2010,"17031170600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"17031170700",4,1.040,1,0,3,1,2,2862.500,1,1,0,0,1,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,3,0,3,0,0
2010,"17031170800",4,1.550,0,0,4,0,4,2550,0,1,1,2,0,0,4,3,1,1,0,2,2,2,1,0,1,0,1,0,0,1,0,3,1,0,2,0,0,1,2,2,2,1,0,1
2010,"17031170900",4,2.410,1,0,3,0,3,2617.030,0,0,1,2,0,1,2,1,2,2,0,2,1,1,0,1,1,1,1,0,0,0,0,3,0,0,1,0,0,2,0,3,0,1,0,2
2010,"17031171000",26,3.450,0,2,24,6,18,2466.810,6,2,7,5,4,6,18,23,1,1,0,14,10,13,10,1,0,1,0,0,0,10,0,14,10,0,13,0,0,1,2,22,2,21,0,1
2010,"17031171100",11,4.200,2,0,9,7,2,2905,7,0,1,1,0,4,5,8,1,1,0,4,5,3,5,1,0,1,0,0,0,2,1,6,2,1,5,0,0,1,0,9,0,8,0,1
2010,"17031180100",16,3.230,1,1,14,5,9,2652.880,5,0,4,4,1,5,9,13,1,0,1,10,4,10,3,0,1,0,0,0,1,8,1,5,8,1,4,0,0,1,2,12,2,11,0,1
2010,"17031190100",21,3.850,5,0,16,3,13,2700,3,1,5,5,2,5,11,11,5,5,0,10,6,8,3,2,3,2,3,0,0,5,0,11,5,0,6,0,0,5,4,12,3,8,1,4
2010,"17031190200",28,3.500,6,0,22,3,19,1450,2,7,10,3,0,12,10,18,4,3,1,14,8,13,5,1,3,1,2,0,1,7,3,12,7,2,9,0,1,3,1,21,1,17,0,4
2010,"17031190300",27,2.680,0,0,27,7,20,2000,7,4,8,5,3,12,15,24,3,3,0,21,6,19,5,2,1,2,1,0,0,14,1,12,14,1,9,0,0,3,2,25,2,22,0,3
2010,"17031190401",10,1.840,2,0,8,1,7,2200,1,2,2,3,0,5,3,7,1,1,0,3,5,2,5,1,0,1,0,0,0,2,1,5,2,1,4,0,0,1,1,7,1,6,0,1
2010,"17031190402",39,5.350,5,2,32,9,23,2025,10,6,9,4,3,8,24,30,2,0,2,16,16,16,14,0,2,0,0,0,2,8,3,21,8,3,19,0,0,2,0,32,0,30,0,2
2010,"17031190601",18,2.620,0,0,18,6,12,2457.500,6,2,4,4,2,9,9,14,4,1,3,9,9,7,7,2,2,1,0,1,2,4,3,11,3,3,8,1,0,3,2,16,2,12,0,4
2010,"17031190602",14,2.570,3,1,10,3,7,4000,3,1,1,2,3,3,7,10,0,0,0,5,5,5,5,0,0,0,0,0,0,5,3,2,5,3,2,0,0,0,0,10,0,10,0,0
2010,"17031190701",17,3.420,4,0,13,3,10,2169.380,3,1,7,2,0,5,8,12,1,0,1,8,5,8,4,0,1,0,0,0,1,4,3,6,4,3,5,0,0,1,1,12,1,11,0,1
2010,"17031190702",27,3.370,6,0,21,7,14,1787.500,7,3,8,2,1,7,14,18,3,3,0,15,6,12,6,3,0,3,0,0,0,12,2,7,11,2,5,1,0,2,5,16,4,14,1,2
2010,"17031190800",27,2.830,4,0,23,5,18,1200,5,4,10,2,2,7,16,19,4,4,0,16,7,12,7,4,0,4,0,0,0,9,2,12,9,2,8,0,0,4,5,18,5,14,0,4
2010,"17031190900",11,4.580,0,0,11,4,7,2000,4,1,3,3,0,5,6,10,1,0,1,6,5,6,4,0,1,0,0,0,1,3,2,6,3,2,5,0,0,1,2,9,2,8,0,1
2010,"17031191000",10,2.720,0,0,10,4,6,1350,4,1,3,1,1,3,7,9,1,1,0,7,3,6,3,1,0,1,0,0,0,3,0,7,3,0,6,0,0,1,1,9,1,8,0,1
2010,"17031191100",47,3.390,4,0,43,17,26,1650,18,3,16,6,0,23,20,37,6,6,0,30,13,25,12,5,1,5,1,0,0,21,4,18,19,4,14,2,0,4,2,41,1,36,1,5
2010,"17031191200",16,2.300,2,0,14,2,12,2101,2,1,6,4,1,9,5,13,1,1,0,10,4,10,3,0,1,0,1,0,0,6,0,8,6,0,7,0,0,1,3,11,3,10,0,1
2010,"17031191301",27,4.060,3,0,24,9,15,1749,9,1,9,3,2,8,16,20,4,2,2,11,13,9,11,2,2,1,1,1,1,5,4,15,5,4,11,0,0,4,2,22,2,18,0,4
2010,"17031191302",23,3.270,5,1,17,6,11,2300,6,1,5,4,1,9,8,16,1,1,0,10,7,9,7,1,0,1,0,0,0,6,2,9,6,2,8,0,0,1,0,17,0,16,0,1
2010,"17031200100",18,3.100,0,0,18,5,13,2350,5,1,7,2,3,8,10,16,2,2,0,9,9,7,9,2,0,2,0,0,0,6,2,10,5,2,9,1,0,1,4,14,3,13,1,1
2010,"17031200200",39,3.740,3,0,36,9,27,1805,8,4,16,4,4,12,24,33,3,2,1,23,13,21,12,2,1,1,1,1,0,16,5,15,16,5,12,0,0,3,3,33,3,30,0,3
2010,"17031200300",3,1.110,0,0,3,1,2,4320,1,0,1,0,1,2,1,3,0,0,0,2,1,2,1,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,3,0,3,0,0
2010,"17031200401",17,4.150,3,0,14,5,9,1600,5,3,3,1,2,6,8,14,0,0,0,8,6,8,6,0,0,0,0,0,0,3,0,11,3,0,11,0,0,0,3,11,3,11,0,0
